Name,Email,Financial Status,Created at,Paid at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Lineitem discount,Lineitem fulfillment status,Subtotal,Shipping,Taxes,Total,Discount Amount,Refunded Amount
#1133,,,2025-09-10 19:00:00 +0000,2025-09-10 19:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1134,sarah69@example.org,paid,2025-05-31 17:00:00 +0000,2025-05-31 17:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1134,,,2025-05-31 17:00:00 +0000,2025-05-31 17:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1134,,,2025-05-31 17:00:00 +0000,2025-05-31 17:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1135,charliemorris@example.com,paid,2025-08-24 15:00:00 +0000,2025-08-24 15:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1136,elizabethbird@example.com,paid,2025-02-15 18:00:00 +0000,2025-02-15 18:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1137,ybarton@example.com,paid,2025-04-13 16:00:00 +0000,2025-04-13 16:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1138,zmistry@example.net,paid,2025-06-09 09:00:00 +0000,2025-06-09 09:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1139,storeyjordan@example.com,paid,2025-08-27 20:00:00 +0000,2025-08-27 20:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1139,,,2025-08-27 20:00:00 +0000,2025-08-27 20:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1140,marywalsh@example.net,paid,2025-12-18 14:00:00 +0000,2025-12-18 14:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1141,ryansteven@example.org,paid,2025-05-26 16:00:00 +0000,2025-05-26 16:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1141,,,2025-05-26 16:00:00 +0000,2025-05-26 16:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1141,,,2025-05-26 16:00:00 +0000,2025-05-26 16:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1142,roymay@example.org,paid,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1142,,,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1142,,,2025-01-28 08:00:00 +0000,2025-01-28 08:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1143,fmills@example.com,paid,2025-05-16 22:00:00 +0000,2025-05-16 22:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1143,,,2025-05-16 22:00:00 +0000,2025-05-16 22:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1143,,,2025-05-16 22:00:00 +0000,2025-05-16 22:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1144,maureenbell@example.org,paid,2025-01-18 16:00:00 +0000,2025-01-18 16:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1144,,,2025-01-18 16:00:00 +0000,2025-01-18 16:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1145,hbaker@example.net,paid,2025-08-31 21:00:00 +0000,2025-08-31 21:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1145,,,2025-08-31 21:00:00 +0000,2025-08-31 21:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1145,,,2025-08-31 21:00:00 +0000,2025-08-31 21:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1146,bmoore@example.org,paid,2025-11-08 17:00:00 +0000,2025-11-08 17:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1146,,,2025-11-08 17:00:00 +0000,2025-11-08 17:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1147,kperkins@example.org,paid,2025-07-02 13:00:00 +0000,2025-07-02 13:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,105.0,10.0,21.0,136.0,50.0,0.0
#1148,lauren00@example.com,paid,2025-04-04 18:00:00 +0000,2025-04-04 18:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1148,,,2025-04-04 18:00:00 +0000,2025-04-04 18:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1149,trevor86@example.com,paid,2025-08-28 17:00:00 +0000,2025-08-28 17:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1149,,,2025-08-28 17:00:00 +0000,2025-08-28 17:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1149,,,2025-08-28 17:00:00 +0000,2025-08-28 17:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1150,michael35@example.com,paid,2025-12-05 09:00:00 +0000,2025-12-05 09:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1151,lyoung@example.org,paid,2025-03-08 20:00:00 +0000,2025-03-08 20:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1151,,,2025-03-08 20:00:00 +0000,2025-03-08 20:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1151,,,2025-03-08 20:00:00 +0000,2025-03-08 20:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1152,bakerdawn@example.com,paid,2025-08-15 08:00:00 +0000,2025-08-15 08:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,105.0,10.0,21.0,136.0,50.0,0.0
#1152,,,2025-08-15 08:00:00 +0000,2025-08-15 08:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1153,steelekaren@example.net,paid,2025-12-01 12:00:00 +0000,2025-12-01 12:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1153,,,2025-12-01 12:00:00 +0000,2025-12-01 12:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1153,,,2025-12-01 12:00:00 +0000,2025-12-01 12:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1154,clare00@example.net,paid,2025-07-03 21:00:00 +0000,2025-07-03 21:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1154,,,2025-07-03 21:00:00 +0000,2025-07-03 21:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1155,charleneweston@example.com,paid,2025-01-12 22:00:00 +0000,2025-01-12 22:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,250.0,10.0,50.0,310.0,50.0,0.0
#1155,,,2025-01-12 22:00:00 +0000,2025-01-12 22:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1155,,,2025-01-12 22:00:00 +0000,2025-01-12 22:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1156,nbrown@example.com,paid,2025-12-06 12:00:00 +0000,2025-12-06 12:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1156,,,2025-12-06 12:00:00 +0000,2025-12-06 12:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1156,,,2025-12-06 12:00:00 +0000,2025-12-06 12:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1157,pearsonclare@example.org,paid,2025-12-28 21:00:00 +0000,2025-12-28 21:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1157,,,2025-12-28 21:00:00 +0000,2025-12-28 21:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1158,richard80@example.org,paid,2025-12-07 14:00:00 +0000,2025-12-07 14:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1159,jpearce@example.net,paid,2025-03-20 10:00:00 +0000,2025-03-20 10:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1159,,,2025-03-20 10:00:00 +0000,2025-03-20 10:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1159,,,2025-03-20 10:00:00 +0000,2025-03-20 10:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1160,lewisgeorgia@example.org,paid,2025-08-16 08:00:00 +0000,2025-08-16 08:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1160,,,2025-08-16 08:00:00 +0000,2025-08-16 08:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1160,,,2025-08-16 08:00:00 +0000,2025-08-16 08:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1161,smithabdul@example.com,paid,2025-06-16 20:00:00 +0000,2025-06-16 20:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1161,,,2025-06-16 20:00:00 +0000,2025-06-16 20:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1161,,,2025-06-16 20:00:00 +0000,2025-06-16 20:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1162,qsykes@example.net,paid,2025-05-06 10:00:00 +0000,2025-05-06 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1162,,,2025-05-06 10:00:00 +0000,2025-05-06 10:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1163,rjenkins@example.net,paid,2025-04-24 15:00:00 +0000,2025-04-24 15:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1163,,,2025-04-24 15:00:00 +0000,2025-04-24 15:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1163,,,2025-04-24 15:00:00 +0000,2025-04-24 15:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1164,helen99@example.net,paid,2025-12-18 10:00:00 +0000,2025-12-18 10:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1164,,,2025-12-18 10:00:00 +0000,2025-12-18 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1165,kim41@example.org,paid,2025-03-14 20:00:00 +0000,2025-03-14 20:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1165,,,2025-03-14 20:00:00 +0000,2025-03-14 20:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1166,jakehill@example.net,paid,2025-09-30 16:00:00 +0000,2025-09-30 16:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,10.0,10.0,2.0,22.0,50.0,0.0
#1166,,,2025-09-30 16:00:00 +0000,2025-09-30 16:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1167,perkinscharles@example.org,paid,2025-10-21 17:00:00 +0000,2025-10-21 17:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1168,freemanshane@example.org,paid,2025-04-15 15:00:00 +0000,2025-04-15 15:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1168,,,2025-04-15 15:00:00 +0000,2025-04-15 15:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1168,,,2025-04-15 15:00:00 +0000,2025-04-15 15:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1169,amberbrown@example.net,paid,2025-09-13 19:00:00 +0000,2025-09-13 19:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1169,,,2025-09-13 19:00:00 +0000,2025-09-13 19:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1170,elizabethbegum@example.net,paid,2025-05-16 17:00:00 +0000,2025-05-16 17:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1171,lukerichards@example.net,paid,2025-10-03 12:00:00 +0000,2025-10-03 12:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1171,,,2025-10-03 12:00:00 +0000,2025-10-03 12:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1172,angelahumphries@example.net,paid,2025-09-06 16:00:00 +0000,2025-09-06 16:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,150.0,10.0,30.0,190.0,0.0,0.0
#1172,,,2025-09-06 16:00:00 +0000,2025-09-06 16:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1172,,,2025-09-06 16:00:00 +0000,2025-09-06 16:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1173,brennanlynne@example.org,paid,2025-12-19 11:00:00 +0000,2025-12-19 11:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1173,,,2025-12-19 11:00:00 +0000,2025-12-19 11:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1174,kenneth65@example.org,paid,2025-11-08 22:00:00 +0000,2025-11-08 22:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1174,,,2025-11-08 22:00:00 +0000,2025-11-08 22:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1174,,,2025-11-08 22:00:00 +0000,2025-11-08 22:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1175,mathew87@example.net,paid,2025-11-30 08:00:00 +0000,2025-11-30 08:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1175,,,2025-11-30 08:00:00 +0000,2025-11-30 08:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1176,jenkinsowen@example.org,paid,2025-09-01 08:00:00 +0000,2025-09-01 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1177,jordan68@example.org,paid,2025-04-02 18:00:00 +0000,2025-04-02 18:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,250.0,10.0,50.0,310.0,50.0,0.0
#1177,,,2025-04-02 18:00:00 +0000,2025-04-02 18:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1177,,,2025-04-02 18:00:00 +0000,2025-04-02 18:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1178,mtownsend@example.com,paid,2025-08-17 10:00:00 +0000,2025-08-17 10:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1178,,,2025-08-17 10:00:00 +0000,2025-08-17 10:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1178,,,2025-08-17 10:00:00 +0000,2025-08-17 10:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1179,nigel20@example.net,paid,2025-07-20 16:00:00 +0000,2025-07-20 16:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1179,,,2025-07-20 16:00:00 +0000,2025-07-20 16:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1180,samanthastanley@example.net,paid,2025-03-05 12:00:00 +0000,2025-03-05 12:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,250.0,10.0,50.0,310.0,50.0,0.0
#1180,,,2025-03-05 12:00:00 +0000,2025-03-05 12:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1180,,,2025-03-05 12:00:00 +0000,2025-03-05 12:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1181,marc29@example.com,paid,2025-12-22 12:00:00 +0000,2025-12-22 12:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1181,,,2025-12-22 12:00:00 +0000,2025-12-22 12:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1181,,,2025-12-22 12:00:00 +0000,2025-12-22 12:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1182,billyadams@example.net,paid,2025-10-10 19:00:00 +0000,2025-10-10 19:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1183,kategraham@example.net,paid,2025-09-03 16:00:00 +0000,2025-09-03 16:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1183,,,2025-09-03 16:00:00 +0000,2025-09-03 16:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1184,gemmahowells@example.com,paid,2025-04-15 10:00:00 +0000,2025-04-15 10:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
#1184,,,2025-04-15 10:00:00 +0000,2025-04-15 10:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1184,,,2025-04-15 10:00:00 +0000,2025-04-15 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1185,newtonrachel@example.net,paid,2025-02-19 08:00:00 +0000,2025-02-19 08:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,235.0,10.0,47.0,292.0,0.0,0.0
#1185,,,2025-02-19 08:00:00 +0000,2025-02-19 08:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1185,,,2025-02-19 08:00:00 +0000,2025-02-19 08:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1186,bernardtaylor@example.net,paid,2025-06-17 16:00:00 +0000,2025-06-17 16:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1187,sylvia11@example.net,paid,2025-04-20 22:00:00 +0000,2025-04-20 22:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1188,josephbegum@example.net,paid,2025-06-21 18:00:00 +0000,2025-06-21 18:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1189,atkinsirene@example.org,paid,2025-04-19 10:00:00 +0000,2025-04-19 10:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1189,,,2025-04-19 10:00:00 +0000,2025-04-19 10:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1189,,,2025-04-19 10:00:00 +0000,2025-04-19 10:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1190,sstone@example.com,paid,2025-07-17 18:00:00 +0000,2025-07-17 18:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1191,eleanor12@example.com,paid,2025-04-03 22:00:00 +0000,2025-04-03 22:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1192,abyrne@example.com,paid,2025-09-22 21:00:00 +0000,2025-09-22 21:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,300.0,10.0,60.0,370.0,0.0,0.0
#1193,nthomson@example.org,paid,2025-09-08 21:00:00 +0000,2025-09-08 21:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1194,qjohnston@example.net,paid,2025-01-11 11:00:00 +0000,2025-01-11 11:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1194,,,2025-01-11 11:00:00 +0000,2025-01-11 11:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
